Indiv,Sire,Dam,Sex,Breed,Born,BV
276000891576990,NA,276000890975229,female,Hinterwaelder,2002,1.08880607344518
276000802898839,NA,276000802884409,female,Hinterwaelder,1982,-0.101483069866554
276000802428341,276000803611354,NA,female,Hinterwaelder,1973,-1.33928781757417
276000810331379,276000802922637,276000802947287,female,Hinterwaelder,1997,-0.187493271253158
276000802947201,276000802925782,276000802925929,female,Hinterwaelder,1993,0.0146718245271281
276000892494981,276000812771544,276000891772106,male,Hinterwaelder,2007,0.826416131672051
276000812749701,276000811903003,276000811596003,female,Hinterwaelder,2004,0.05556758744568
276000802866142,276000803622420,276000802825222,female,Hinterwaelder,1975,-0.45305203510401
276000812496722,276000811596613,276000811157847,female,Hinterwaelder,2003,0.107168770659116
276000811903023,276000810331818,276000890368637,female,Hinterwaelder,2001,0.263359931121312
276000811903083,276000810331818,276000810748336,male,Hinterwaelder,2001,-0.380429759887552
276000800002578,NA,NA,female,unbek0,NA,NA
276000890736677,NA,NA,female,unbek0,NA,NA
276000812256006,276000810958956,276000811287081,male,Hinterwaelder,2002,0.214111692914283
276000802884350,276000802875517,276000802870861,female,Hinterwaelder,1979,-1.05281730527323
276000891162851,NA,NA,female,unbek0,NA,NA
276000802918252,276000802908354,276000802883914,male,Hinterwaelder,1986,-0.414968605524433
276000890110701,NA,NA,female,unbek0,NA,NA
276000808583456,NA,NA,female,Vorderwaelder,1995,0.394883221736489
276000813906222,276000810958214,276000812509675,female,Hinterwaelder,2007,1.09602443286911
276000890254119,NA,276000890254104,female,Hinterwaelder,1997,0.556846284553206
276000812749728,276000811902826,276000811043965,female,Hinterwaelder,2004,0.652144728461661
276000803611138,276000800000594,276000802420314,male,Hinterwaelder,1959,-1.13840844172542
276000891081661,NA,NA,female,unbek0,NA,NA
276000802820072,NA,NA,female,Hinterwaelder,1951,-3.85171318131826
276000891687418,NA,276000890873347,female,Hinterwaelder,2003,1.15429266245143
276000890743093,NA,276000890743091,female,Hinterwaelder,2000,0.87568849367613
276000890625671,NA,NA,female,Hinterwaelder,1993,0.665893657000055
276000802875249,276000803622446,276000802428362,female,Hinterwaelder,1976,-0.593932357544516
276000802852907,NA,NA,female,Hinterwaelder,1970,-2.10613743998268
276000812202078,276000811286979,276000808406469,female,Hinterwaelder,2002,-0.110001276140726
276000891872457,NA,276000891370692,female,Hinterwaelder,2004,1.30780395139574
276000892337983,NA,276000891549019,female,Hinterwaelder,2006,1.19537223621203
276000891823083,NA,276000810950536,female,Hinterwaelder,2003,0.782652632878772
276000802879841,276000803622437,276000802847521,female,Hinterwaelder,1977,-1.42983481369211
276000811903479,276000811287630,276000802932458,female,Hinterwaelder,2002,0.0576896218641147
276000890372315,NA,NA,female,unbek0,NA,NA
276000804626793,NA,NA,female,Hinterwaelder,1984,-0.113312482250449
276000803611341,276000802831834,NA,male,Hinterwaelder,1970,-1.6305303990535
276000890821852,NA,NA,female,Hinterwaelder,1991,0.586868443029091
276000802865564,NA,NA,female,Hinterwaelder,1969,-2.0342508833464
276000891432100,276000810757655,276000810087462,female,Hinterwaelder,2002,0.28668192883376
276000891697758,NA,276000891414029,female,Hinterwaelder,2004,0.824242734374879
276000802425344,NA,NA,female,Hinterwaelder,1969,-2.49824472005282
276000811287083,276000802938228,276000802940556,male,Hinterwaelder,1999,0.0694776560500393
276000810748489,NA,NA,female,Holstein_Rbt,1997,0.737374162037723
276000890393458,NA,NA,female,Hinterwaelder,1998,1.22798685759707
276000891086323,NA,NA,female,unbek0,NA,NA
276000891560335,NA,NA,female,Hinterwaelder,2002,1.02875253466914
276000802947725,276000802875301,276000802925411,female,Hinterwaelder,1993,-0.994014388407942
276000892340605,276000891995530,276000891690621,female,Hinterwaelder,2007,0.960816260740275
276000811821154,276000802938193,276000802940727,female,Hinterwaelder,2001,0.296349042550312
276000803611356,276000803611271,276000802422963,male,Hinterwaelder,1971,-1.74092149231372
276000891362826,NA,276000890884695,female,Hinterwaelder,1998,0.782838165964473
276000802908135,276000802898268,276000802870894,male,Hinterwaelder,1983,-1.24518235343541
276000812496959,276000811595969,276000802940672,male,Hinterwaelder,2003,0.273588954265551
276000802420410,276000800000484,NA,female,Hinterwaelder,1954,-2.56407649231187
276000802925028,276000802898570,276000802907887,female,Hinterwaelder,1987,-0.547321075408919
276000802428242,276000803611309,276000802422327,female,Hinterwaelder,1973,-1.18156545789874
276000891711429,NA,276000891113194,female,Hinterwaelder,2003,0.605756679026012
276000811287111,276000810332982,276000802940610,female,Hinterwaelder,1999,0.444427668350716
276000890735277,NA,NA,female,Hinterwaelder,1999,1.02803764257381
276000891719344,NA,276000890133318,female,Hinterwaelder,2003,1.05955332866691
276000808567750,NA,NA,female,Vorderwaelder,1992,0.40017944941065
276000891535091,NA,276000808406513,female,Hinterwaelder,2002,0.825674295638417
276000890877348,NA,NA,female,Hinterwaelder,1990,0.558831430467301
276000891808241,NA,276000890633567,female,Hinterwaelder,2003,0.917699352637625
276000808406738,276000802947617,276000802908765,male,Hinterwaelder,1995,-0.096538426971153
276000891419791,NA,276000802922469,female,Hinterwaelder,2002,0.379206643661255
276000802875583,276000803622425,276000802856309,female,Hinterwaelder,1977,-1.25548144229727
276000800003025,NA,NA,female,unbek0,NA,NA
276000890596320,NA,276000890596323,female,Hinterwaelder,1998,0.952472735459476
276000812473841,276000808336829,276000811652563,female,Hinterwaelder,2002,0.623114067906853
276000802427222,276000803611266,276000802422998,female,Hinterwaelder,1971,-0.982960486046329
276000891967895,NA,276000891360819,female,Hinterwaelder,2006,1.88204210568923
276000810748708,276000802938228,NA,female,Hinterwaelder,1995,0.503882580099545
276000802420392,NA,NA,female,Hinterwaelder,1960,-2.88971891019295
276000812496886,276000808336829,276000811044064,female,Hinterwaelder,2003,0.191173423931105
276000890949094,NA,NA,female,Hinterwaelder,1999,0.884786326493565
276000810940695,276000802938193,276000802908726,female,Hinterwaelder,2000,0.492391456371256
276000802422286,276000803611141,276000802420706,female,Hinterwaelder,1963,-2.22928847983268
276000811596057,276000810748375,276000808591252,female,Hinterwaelder,2000,0.182613657301217
276000802918258,276000802898729,276000802908662,female,Hinterwaelder,1986,-0.578230968108143
276000891027279,NA,276000890053065,female,Hinterwaelder,2001,1.22742853580322
276000891448500,276000812347475,276000811760293,female,Hinterwaelder,2004,0.890757355916356
276000802932990,276000802918837,276000802688441,female,Hinterwaelder,1991,0.261019700775907
276000803611369,276000803611280,276000802420707,male,Hinterwaelder,1972,-1.9379381656854
276000802898075,276000802875408,276000802859212,female,Hinterwaelder,1980,-1.08825307007067
276000802876515,NA,NA,female,Hinterwaelder,1972,-0.710331427101113
276000891828859,NA,276000890002389,female,Hinterwaelder,2003,1.64918118304438
276000813025034,276000808336829,276000811595961,male,Hinterwaelder,2005,0.213123081695006
276000811739418,NA,276000810537900,female,Hinterwaelder,2001,1.22111315611884
276000892046459,NA,276000891647177,female,Hinterwaelder,2005,0.686980047873878
276000808569049,NA,NA,female,Hinterwaelder,1993,0.646822881920567
276000891192317,NA,276000891192312,female,Hinterwaelder,2002,0.854092541234304
276000811157967,276000808337251,276000810087552,female,Hinterwaelder,1998,0.28561168864429
276000811596254,276000810331368,276000810087156,female,Hinterwaelder,2000,-0.185587926245742
276000802427568,276000803611282,276000802420444,female,Hinterwaelder,1971,-1.79679893627711
276000892041281,NA,276000811315036,female,Hinterwaelder,2004,0.742387607675862
276000802908704,276000802898449,276000802884203,female,Hinterwaelder,1984,-0.962164419472644
276000802908521,NA,NA,female,Hinterwaelder,1979,-0.551895492369848
276000890986598,NA,276000812922663,female,Hinterwaelder,2006,1.38565204873839
276000802885504,NA,276000802885494,female,Hinterwaelder,1979,-0.502227603697895
276000802925751,NA,NA,female,Hinterwaelder,1985,0.0507658858752555
276000891398540,NA,276000890574647,female,Hinterwaelder,2000,0.871067994920777
276000810087433,276000802922637,276000802925128,female,Hinterwaelder,1996,-0.640990829579247
276000802428972,NA,NA,female,Hinterwaelder,1972,-0.618597655720349
276000810087424,276000802922637,276000802938289,female,Hinterwaelder,1996,-0.46770225389431
276000892003170,NA,276000891351010,female,Hinterwaelder,2006,1.38088422070148
276000802940545,276000802932435,276000802938130,female,Hinterwaelder,1992,-0.323668005460379
276000890155057,NA,NA,female,Hinterwaelder,1997,0.82340380504337
276000891342259,276000891132193,276000811063917,female,Hinterwaelder,2001,0.221630207475179
276000890107880,NA,NA,female,unbek0,NA,NA
276000812749615,276000812346614,276000811902760,female,Hinterwaelder,2004,0.564336828809994
276000892299011,NA,276000891609481,female,Hinterwaelder,2006,0.717111378638676
276000890574647,NA,NA,female,unbek0,NA,NA
276000803611133,276000800000539,276000800003299,male,Hinterwaelder,1958,-1.15221562466535
276000890729336,NA,NA,female,unbek0,NA,NA
276000890797811,NA,NA,female,Hinterwaelder,1991,0.25538601036966
276000802932868,276000802925363,276000802932594,female,Hinterwaelder,1990,-0.328230847895996
276000812497348,276000811286979,276000810332461,female,Hinterwaelder,2003,0.474457761669011
276000812749612,276000811595894,276000810748282,female,Hinterwaelder,2004,0.513190619040212
276000802940270,276000802925363,276000802932596,female,Hinterwaelder,1992,-0.0228903173042118
276000890551035,NA,NA,female,unbek0,NA,NA
276000892124852,NA,276000891808993,female,Hinterwaelder,2006,1.46732570370761
276000811596030,276000810958214,276000810087078,female,Hinterwaelder,2000,0.158665478564048
276000802820025,276000800000532,276000800003305,female,Hinterwaelder,1957,-1.1050705441229
276000812689010,276000812496744,276000812202055,female,Hinterwaelder,2005,0.339397739552969
276000812023654,276000891132194,276000811390496,female,Hinterwaelder,2001,0.425321859245477
276000812689053,276000811902731,276000890318703,female,Hinterwaelder,2003,0.597858562650764
276000890090801,NA,NA,female,Hinterwaelder,1991,0.953814662660292
276000810087207,276000802940388,276000802898672,female,Hinterwaelder,1995,0.00913032182027304
276000811461616,276000811145932,276000810717944,female,Hinterwaelder,2000,0.351747067137346
276000811461593,276000810331147,276000802940553,female,Hinterwaelder,1999,0.101318938118401
276000808591081,276000802940243,276000802940582,male,Hinterwaelder,1995,-0.81494164763423
276000811044073,276000808519286,276000802925659,female,Hinterwaelder,1999,-0.00756944196316376
276000812750046,276000812202159,276000811596056,female,Hinterwaelder,2004,0.572798114288773
276000811597070,276000810958179,276000802938108,male,Hinterwaelder,2001,0.323176637903904
276000812496864,276000811287380,276000810331632,female,Hinterwaelder,2003,0.106024990358572
276000802932206,276000802918444,276000802908352,female,Hinterwaelder,1989,-1.20760640149557
276000802428909,276000803611354,276000802428333,female,Hinterwaelder,1974,-1.43372415009826
276000890398416,NA,NA,female,unbek0,NA,NA
276000891901739,NA,276000811725127,female,Hinterwaelder,2004,0.580349667831452
276000808336940,276000802940658,276000802940218,female,Hinterwaelder,1994,-0.048728321908384
276000890819748,NA,NA,female,Hinterwaelder,1994,0.463502988004245
276000803611132,276000800000594,NA,male,Hinterwaelder,1958,-2.25120591480976
276000813880227,276000810958214,276000890924015,female,Hinterwaelder,2008,-0.234384468147592
276000802932608,276000802918527,276000802918090,female,Hinterwaelder,1990,-0.930128077845526
276000812721141,276000802938193,276000812140647,female,Hinterwaelder,2005,0.335848480509864
276000802884553,276000802865587,276000802427260,female,Hinterwaelder,1980,-0.942386476975623
276000891147329,NA,276000890101683,female,Hinterwaelder,2002,0.579780936704298
276000811145927,276000810037973,276000810087550,female,Hinterwaelder,1998,-0.21239621302348
276000891448920,NA,276000891137491,female,Hinterwaelder,2002,1.32089765802562
276000802884469,276000802875281,276000802428974,female,Hinterwaelder,1979,-0.533719650761446
276000890232645,NA,NA,female,Hinterwaelder,1991,0.355593100690691
276000811287383,276000810331368,276000810331826,female,Hinterwaelder,1999,-0.186231567392716
276000812286632,NA,276000808406667,female,Hinterwaelder,2002,1.49375729690739
276000802898752,NA,276000802898148,female,Hinterwaelder,1982,0.23970870786635
276000812666304,276000808336829,276000812666301,female,Hinterwaelder,2007,1.05899254240093
276000813270725,276000891466355,276000811595923,female,Hinterwaelder,2005,0.415474038184391
276000811286976,276000810957841,276000808519436,female,Hinterwaelder,2000,-0.00368475196881389
276000812749573,276000812201905,276000808337139,male,Hinterwaelder,2004,0.326057985439651
276000890596771,NA,NA,female,Hinterwaelder,1995,0.520757240392344
276000802898892,NA,NA,female,Sonstige_Kreuzungen,1980,-0.218497433188218
276000892266219,NA,276000891539505,female,Hinterwaelder,2007,1.32467575406128
276000891885855,276000811903472,276000811595866,female,Hinterwaelder,2004,0.424843240279898
276000802947111,276000802932785,276000802925675,female,Hinterwaelder,1993,0.195127276951567
276000802940295,276000802932139,276000802925351,female,Hinterwaelder,1992,-0.141379350456121
276000808406637,NA,NA,female,Hinterwaelder,1994,0.52073253861774
276000811158161,276000810087540,276000808406469,female,Hinterwaelder,1999,0.028724966695823
276000891246238,NA,NA,female,unbek0,NA,NA
276000802940768,276000802924244,276000802908698,male,Hinterwaelder,1992,-0.508256091158612
276000803611260,276000803611183,276000802420231,male,Hinterwaelder,1967,-2.57759245857371
276000810331834,276000802947791,276000802925002,female,Hinterwaelder,1996,-0.0823826794128693
276000890821912,NA,NA,female,Hinterwaelder,1995,0.526660993696864
276000810958694,276000802938370,276000802922731,female,Hinterwaelder,1998,0.123006031375304
276000812496777,276000811903003,276000802922983,female,Hinterwaelder,2003,0.549257148182557
276000800000661,NA,NA,male,Fleckvieh,1950,-2.03927004453502
276000810087535,276000802947932,276000802932234,female,Hinterwaelder,1996,0.0366827060818612
276000802918420,276000802908490,276000802688240,female,Hinterwaelder,1986,-0.517347922481687
276000891541317,NA,276000890828416,female,Hinterwaelder,2002,1.03440535960816
276000891318868,NA,276000890657296,female,Hinterwaelder,2000,0.470441390869672
276000890024714,NA,NA,female,unbek0,NA,NA
276000810327493,276000802946024,276000802945889,female,Hinterwaelder,1996,-0.0268999702134474
276000813838755,276000813270989,276000811157911,male,Hinterwaelder,2008,0.738252596596603
276000803611384,276000803611305,276000802423843,male,Hinterwaelder,1972,-1.80615808092556
276000802940748,276000802932435,276000802938093,female,Hinterwaelder,1992,0.195945480046315
276000808591093,276000802947488,276000802925808,female,Hinterwaelder,1995,-0.219725599362087
276000812347379,276000811286958,276000810332646,female,Hinterwaelder,2003,0.309110730506964
276000802420317,NA,NA,female,Hinterwaelder,1954,-2.82861640093298
276000812177429,NA,276000810332397,female,Hinterwaelder,2002,0.419204527134724
276000891306849,NA,276000891306842,female,Hinterwaelder,2004,1.18137243086283
276000890094061,NA,NA,female,unbek0,NA,NA
276000890367622,NA,276000890367625,female,Hinterwaelder,1998,0.666453095107622
276000810472215,276000808453241,276000802947484,male,Hinterwaelder,1997,-0.0149571950817854
276000800004288,NA,NA,female,unbek0,NA,NA
276000813609307,276000812922495,276000812688989,female,Hinterwaelder,2006,0.39239100470942
276000808567767,NA,NA,female,Hinterwaelder,1991,0.443805371426545
276000813256361,276000812496847,276000810748534,female,Hinterwaelder,2005,1.02176406694571
276000891349007,NA,276000890592169,female,Hinterwaelder,2001,0.572766432233664
276000891811718,NA,276000890794082,female,Hinterwaelder,2003,1.46877716866816
276000890077335,NA,NA,female,Hinterwaelder,1996,0.923930355239792
276000812347265,276000811286979,276000890770506,female,Hinterwaelder,2002,0.820001488391723
276000802870969,276000803611375,276000802847561,female,Hinterwaelder,1976,-0.8107182193568
276000890246423,NA,276000890246429,female,Hinterwaelder,2005,0.835593484816366
276000813315987,276000891862786,276000810748327,female,Hinterwaelder,2007,0.703834070438538
276000802938297,276000802925783,276000802898330,female,Hinterwaelder,1991,-0.399633112381812
276000892028786,NA,276000811596086,female,Hinterwaelder,2004,0.885330877558782
276000891081665,NA,276000890391400,female,Hinterwaelder,1999,1.02671570736286
276000803611325,276000803611268,276000802420287,male,Hinterwaelder,1970,-1.31757145455205
276000890982971,NA,NA,female,Hinterwaelder,1995,0.497665342524644
276000891955445,NA,276000891247976,female,Hinterwaelder,2007,1.19568178570833
276000802984243,276000802925416,276000806033817,female,Hinterwaelder,1991,-0.0665974423149473
276000812688889,276000811903647,276000811287261,female,Hinterwaelder,2003,0.509381584651543
276000802938091,NA,NA,female,Hinterwaelder,1989,-0.315202697287539
276000802940791,276000802925575,276000802932354,female,Hinterwaelder,1992,-0.595242928015609
276000813838757,276000813270989,276000811157916,male,Hinterwaelder,2008,0.708269601447976
276000802918357,276000802898449,276000802884551,female,Hinterwaelder,1986,-1.18475340314873
276000802940269,276000802925363,276000802932599,female,Hinterwaelder,1992,-0.210599195931894
276000810332879,276000808406489,276000802925179,female,Hinterwaelder,1997,-0.400707000553396
276000890308855,NA,NA,female,unbek0,NA,NA
276000811902819,276000810958948,276000802947689,male,Hinterwaelder,2001,0.0505506864975173
276000808406732,NA,NA,female,Hinterwaelder,1985,0.39066107964793
276000802940466,276000802925575,276000802884578,female,Hinterwaelder,1992,-0.304527437395843
276000890482201,NA,276000890847483,female,Hinterwaelder,1997,0.34897358554934
276000810331584,276000808336829,276000802947744,female,Hinterwaelder,1996,-0.4617283078555
276000890845931,NA,NA,female,unbek0,NA,NA
276000802925727,276000802918558,276000802898750,male,Hinterwaelder,1988,-0.600853632759528
276000810087733,276000802940396,276000802925719,female,Hinterwaelder,1996,0.283722800635248
276000802429351,276000803611368,276000802422541,female,Hinterwaelder,1975,-1.0717671186445
276000802932045,276000802918605,276000802898603,female,Hinterwaelder,1989,-0.529886528351647
276000802908061,276000802898046,276000802865539,female,Hinterwaelder,1983,-0.773132556712422
276000802428530,276000803611307,NA,female,Hinterwaelder,1973,-1.03767514143917
276000891967903,NA,276000810331300,female,Hinterwaelder,2007,1.33237918327608
276000891995520,276000811287627,276000810087155,female,Hinterwaelder,2004,-0.00425659966172607
276000802947044,276000802932062,276000802918799,female,Hinterwaelder,1992,-0.597459892933646
276000802947640,276000802918415,276000802938219,female,Hinterwaelder,1993,-0.303449508587593
276000802932670,276000802918837,276000802925032,female,Hinterwaelder,1990,-0.0376338153942449
276000802859400,NA,NA,female,Hinterwaelder,1971,-0.808817947428128
276000891015220,276000802938228,276000891015212,female,Hinterwaelder,2001,-0.28783506444206
276000812347275,276000811286979,276000811287164,female,Hinterwaelder,2002,0.350658578937889
276000891368162,NA,276000890952611,female,Hinterwaelder,2001,0.893780611363236
276000802932150,276000802918387,276000802918017,female,Hinterwaelder,1989,-1.0610778575911
276000803611269,276000803611223,276000802420357,male,Hinterwaelder,1968,-1.95255913699494
276000812346818,276000811287380,276000802940445,male,Hinterwaelder,2003,0.000569976797041471
276000813025380,276000812749534,276000811044074,male,Hinterwaelder,2005,-0.1540224277107
276000811596609,276000810957844,276000802932759,male,Hinterwaelder,2000,0.242138646922831
276000802060574,NA,NA,male,unbek0,NA,NA
276000813368959,276000812749549,276000810957907,female,Hinterwaelder,2006,0.231467247594571
276000812347493,276000811595843,276000810087899,female,Hinterwaelder,2002,0.615091495675911
276000892023213,NA,276000810958885,female,Hinterwaelder,2005,0.864124778314716
276000803611258,276000800000884,276000802820042,male,Hinterwaelder,1967,-1.0733051650847
276000810087509,276000802940243,276000802898874,female,Hinterwaelder,1996,0.0421076913560904
276000803611375,276000803611303,276000802820114,male,Hinterwaelder,1972,-0.89246009033367
276000802940481,276000802925131,276000802898666,female,Hinterwaelder,1992,-0.386244268584426
276000802918906,276000802908695,276000802898190,female,Hinterwaelder,1987,-0.130110373822968
276000812496824,276000811287380,276000811596082,female,Hinterwaelder,2003,0.282040348449576
276000892056808,NA,276000890793801,female,Hinterwaelder,2006,1.79609089394721
276000891694773,NA,276000810087184,female,Hinterwaelder,2003,0.554104722968486
276000802947810,276000802938024,276000802925933,female,Hinterwaelder,1993,-0.068615406362921
276000892545567,NA,276000810748380,male,Hinterwaelder,2008,0.830350802421724
276000810087665,276000802940621,276000802932759,male,Hinterwaelder,1996,0.156883190094357
276000891113342,NA,NA,female,Hinterwaelder,1987,0.193622773341111
276000891687388,NA,276000890873347,female,Hinterwaelder,2002,1.47836671833928
276000891930338,NA,276000891091105,female,Hinterwaelder,2004,1.15914781806089
276000891293236,NA,276000890184185,female,Hinterwaelder,2001,0.48034353499637
276000802424614,276000800000870,276000802420425,male,Hinterwaelder,1967,-2.62470766795135
276000891823144,NA,276000890256803,female,Hinterwaelder,2004,0.851462896323854
276000802932429,276000802918500,276000802907814,female,Hinterwaelder,1990,0.0600187566318743
276000811476505,276000810087663,276000802940708,male,Hinterwaelder,1999,0.224360581974112
276000812202055,276000811596604,276000811287676,female,Hinterwaelder,2002,0.379015754455253
276000890733482,NA,276000890733483,female,Hinterwaelder,1995,0.922171428811899
276000891197775,NA,NA,female,Hinterwaelder,1995,0.364332110650024
276000891350138,NA,276000890838397,female,Hinterwaelder,2001,1.29693507487535
276000813368880,276000812496674,276000808519436,female,Hinterwaelder,2006,0.477108275426142
276000802925936,276000802918481,276000802898196,female,Hinterwaelder,1989,-0.0283777387611605
276000891633819,NA,276000891714137,female,Hinterwaelder,2007,1.49105086631299
276000808337232,276000802940396,276000802932210,female,Hinterwaelder,1995,0.154174705252399
276000891790345,NA,276000891245446,female,Hinterwaelder,2005,1.05570076221144
276000891687416,NA,276000890645533,female,Hinterwaelder,2003,1.03038473415852
276000812496852,276000811597113,276000811596104,female,Hinterwaelder,2003,0.138599665798515
276000803611373,276000803611296,276000802422245,male,Hinterwaelder,1972,-1.81442676726439
276000810958851,276000808406489,276000802947156,female,Hinterwaelder,1998,0.299749396853122
276000802947756,276000802908282,276000802925536,female,Hinterwaelder,1993,-0.273039262954753
276000812689269,276000811288187,276000802938243,male,Hinterwaelder,2003,0.118009833128641
276000812922546,276000811597147,276000811595980,female,Hinterwaelder,2004,0.0858801976211904
276000802422581,NA,NA,female,Hinterwaelder,1964,-1.98721643795725
276000811595872,276000810331651,276000802947650,female,Hinterwaelder,2000,-0.308117525691582
276000891730313,NA,276000891425581,male,Hinterwaelder,2002,1.16759779220497
276000811287256,276000810331589,276000810331621,female,Hinterwaelder,1999,0.431913735791661
276000890528244,NA,276000890003727,female,Hinterwaelder,1998,0.995599270889933
276000803283632,276000803611368,276000802681603,female,Hinterwaelder,1977,-1.35666607847839
276000810773102,NA,NA,female,Vorderwaelder,1997,0.676495205930715
276000891571215,NA,NA,female,unbek0,NA,NA
276000891071945,NA,276000802925286,female,Hinterwaelder,1999,0.317966653974189
276000802428518,276000803611280,276000802425028,female,Hinterwaelder,1973,-1.48600859317385
276000802884371,276000802875536,276000802843993,female,Hinterwaelder,1979,-0.878526996789232
276000802825222,276000803611156,276000802820025,female,Hinterwaelder,1964,-1.44055635727521
276000813838647,276000813368975,276000811287019,female,Hinterwaelder,2008,1.65338919892628
276000811315037,276000810331147,276000802938597,female,Hinterwaelder,1999,0.166766275625309
276000890790640,NA,276000890781061,female,Hinterwaelder,2000,0.690797613279465
276000802875526,276000803622421,276000802427665,male,Hinterwaelder,1977,-1.82906257111029
276000891010926,NA,NA,female,Hinterwaelder,1995,0.262445191056615
276000812939346,276000811596220,276000810958163,female,Hinterwaelder,2004,0.0875982430059088
276000802932080,276000802918978,276000802918763,female,Hinterwaelder,1989,-1.05457040298698
276000891274749,NA,276000890781832,female,Hinterwaelder,2001,0.759427019351916
276000810087060,NA,276000802947360,female,Hinterwaelder,1995,0.518029518718367
276000892287361,NA,276000811596346,female,Hinterwaelder,2008,0.790560946123565
276000811081381,NA,NA,female,Hinterwaelder,1988,0.389937764469838
276000802947435,276000802938196,276000802884578,female,Hinterwaelder,1993,-0.275957037923843
276000891358371,NA,NA,female,unbek0,NA,NA
276000802875148,276000803622423,276000890878480,female,Hinterwaelder,1976,-0.104257853066627
276000890592173,NA,NA,female,Hinterwaelder,1992,0.460963259032148
276000813270870,276000812689145,276000811902725,female,Hinterwaelder,2006,0.331674502765187
276000891994393,NA,276000890858851,female,Hinterwaelder,2005,1.28033708243317
276000802875569,276000802429359,276000802429357,female,Hinterwaelder,1977,-0.93798633671254
276000802855151,NA,276000802848510,female,Hinterwaelder,1973,-1.16575817800681
276000890884698,NA,NA,female,Hinterwaelder,1998,1.05076758066977
276000800000938,NA,NA,male,Fleckvieh,1950,-1.62249825677587
276000803611372,276000803611278,276000802423239,male,Hinterwaelder,1972,-2.09902414877354
276000802940461,276000802932504,276000802925242,female,Hinterwaelder,1992,-0.204978065093919
276000813409696,276000812750190,276000811596104,male,Hinterwaelder,2006,0.979394204824089
276000890982975,NA,276000890159677,female,Hinterwaelder,1999,0.82013685621354
276000812201935,276000810957987,276000811157964,female,Hinterwaelder,2001,0.699398213826084
276000890596324,NA,NA,female,Hinterwaelder,1993,0.542731024405718
276000811903068,276000811287380,276000802947405,female,Hinterwaelder,2002,0.440536034088867
276000813533558,276000812496855,276000810087973,female,Hinterwaelder,2007,1.30713226621973
276000813315981,276000891862786,276000812497653,male,Hinterwaelder,2006,0.362230485205277
276000890667418,NA,NA,female,unbek0,NA,NA
276000802427310,276000803611271,276000802422266,female,Hinterwaelder,1972,-2.04677772018167
276000802060572,NA,NA,male,unbek0,NA,NA
276000802870861,276000803611375,276000802843915,female,Hinterwaelder,1975,-1.06830016640662
276000802925758,NA,NA,female,Hinterwaelder,1986,-0.524060979101001
276000813533483,276000812689142,276000810331237,female,Hinterwaelder,2006,0.196793417464239
276000812201903,276000811044154,276000811287238,female,Hinterwaelder,2002,0.917134248149507
276000802870967,276000803622437,276000802847525,female,Hinterwaelder,1976,-1.52719218428004
276000890849087,NA,NA,female,unbek0,NA,NA
276000808337004,276000802938332,276000802925747,female,Hinterwaelder,1994,0.443232087514671
276000810643905,NA,NA,female,Vorderwaelder,1997,0.627686731526135
276000812806020,276000802883751,276000808519443,female,Hinterwaelder,2004,0.125753383010928
276000802423399,276000803611161,276000802420712,female,Hinterwaelder,1966,-2.11072365748286
276000808337174,276000802940621,276000802932458,male,Hinterwaelder,1994,-0.228462376580729
276000811074493,276000802940243,276000890264901,female,Hinterwaelder,1998,0.475791590467101
276000802422526,276000800000713,NA,female,Hinterwaelder,1963,-1.4232689975948
276000802938187,276000802925226,276000802932126,female,Hinterwaelder,1991,-0.0942132329048601
276000802925394,276000802908714,276000802898668,female,Hinterwaelder,1988,0.221769145759647
276000891560334,NA,276000890861391,female,Hinterwaelder,2002,0.872871019056687
276000891239741,NA,NA,female,unbek0,NA,NA
276000802925565,276000802918387,276000802918017,male,Hinterwaelder,1988,-1.28626229751194
276000812496733,276000808336829,276000802947690,female,Hinterwaelder,2003,0.424815705588411
276000890378244,NA,NA,female,Hinterwaelder,1994,0.38353125142875
276000802875629,276000803611375,276000802843863,female,Hinterwaelder,1976,-1.460577763667
276000811595980,276000810958948,276000808336821,female,Hinterwaelder,2000,-0.223731564532981
276000891458444,NA,276000810958300,female,Hinterwaelder,2003,0.999452154516196
276000812496674,276000811287630,276000802947043,male,Hinterwaelder,2003,0.333340761554842
276000891580844,NA,276000890403302,female,Hinterwaelder,2001,0.950278976667123
276000891357462,NA,276000890982973,female,Hinterwaelder,2001,0.931039287536634
276000892241770,NA,276000811903230,female,Hinterwaelder,2007,1.44744986810548
276000803611380,276000803611269,276000802422541,male,Hinterwaelder,1972,-1.02267939486794
276000890793804,NA,NA,female,Hinterwaelder,1993,0.480615168514702
276000811082009,276000802938193,276000811596311,female,Hinterwaelder,2002,0.751154692607812
276000802925790,276000802918656,276000802918364,female,Hinterwaelder,1989,-0.796090423893078
276000892187431,NA,276000891303869,female,Hinterwaelder,2005,1.00506066248452
276000814087802,276000813255932,276000810087962,female,Hinterwaelder,2008,0.452516075208913
276000812749566,276000812201905,276000811157782,male,Hinterwaelder,2004,0.0828277175739094
276000802422272,NA,276000802420574,female,Hinterwaelder,1963,-2.74916048036996
276000802428517,276000803611282,276000802425162,female,Hinterwaelder,1973,-1.66968860385852
276000891489556,NA,276000890728189,female,Hinterwaelder,2001,0.845687613707995
276000810087864,NA,276000802947867,female,Hinterwaelder,1996,0.446644018878139
